,Depth,Date,Station,lat,lon,T,S,P,rho,sigma0,DIC,DIP,NO3,NO2,Nstar,TA,pH,O2
103,279.576,1674345600000000000,37,17.5,-106.5,10.763,34.6962,281.44,1027.8537112623408,26.59346732397057,2298.0,2.581367899532871,20.89791549579532,1.3036874657525945,-16.200283430978022,2306.0,7.5158,0.41
104,289.454,1672617600000000000,35,17.5,-106.5,10.6035,34.6897,291.39,1027.9225028862395,26.616843877581687,2299.0,2.5811951467337155,21.45103345640083,1.206316620677416,-15.741772270661203,2307.0,7.5141,0.41
105,289.572,1673481600000000000,36,17.5,-106.5,10.818,34.7069,291.51,1027.8971596185183,26.5923240674133,2297.0,2.5812587872633466,21.22780454816902,0.9339455713218267,-16.238390476722703,2306.0,7.5176,0.43
106,289.454,1674345600000000000,37,17.5,-106.5,10.5975,34.6875,291.39,1027.9218836568286,26.616182861480183,2299.0,2.5811967016689445,21.344034355945926,0.9922933018716884,-16.0628195688855,2307.0,7.5147,0.39
107,299.023,1672617600000000000,35,17.5,-106.5,10.5476,34.6854,301.03,1027.972652872786,26.623569799650568,2300.0,2.6378969210335375,21.65427255072585,1.206257770121296,-16.445820415689454,2307.0,7.5125,0.4
108,299.856,1673481600000000000,36,17.5,-106.5,10.7171,34.6987,301.87,1027.9558517082003,26.604130682810137,2298.0,2.637940035472992,21.333601013660207,0.8949800698845138,-17.078459484023153,2307.0,7.5161,0.41
109,299.42,1674345600000000000,37,17.5,-106.5,10.47,34.6821,301.43,1027.9859419735837,26.634566554663706,2299.0,2.6378628201021472,22.033375239076992,0.8171317969459018,-16.455298085611464,2307.0,7.5165,0.39
110,308.909,1672617600000000000,35,17.5,-106.5,10.3367,34.6734,310.99,1028.046223094926,26.65122392338162,2301.0,2.637708144830578,22.275263004283705,1.040809232077885,-15.987258080927662,2308.0,7.512,0.4
111,308.978,1673481600000000000,36,17.5,-106.5,10.4378,34.6843,311.06,1028.0368071620971,26.64219215469052,2300.0,2.637732303968209,22.02255779391584,1.0505460431726639,-16.230613026402843,2307.0,7.5153,0.43
112,309.365,1674345600000000000,37,17.5,-106.5,10.3415,34.6696,311.45,1028.044475961689,26.64744359248175,2301.0,2.6377126275428315,22.401754533486,0.7392676268106537,-16.162379880388652,2307.0,7.5139,0.39
113,319.212,1672617600000000000,35,17.5,-106.5,10.2863,34.6695,321.37,1028.0989697267696,26.657211805396855,2302.0,2.6375728171777713,22.371387071920267,1.1866561838149012,-15.743121819109172,2308.0,7.5115,0.4
114,319.637,1673481600000000000,36,17.5,-106.5,10.3669,34.6767,321.8,1028.0920227203865,26.648914794006487,2301.0,2.6375906397411137,22.361811483730055,0.9921290871424384,-15.947509664985327,2308.0,7.5136,0.4
115,319.449,1674345600000000000,37,17.5,-106.5,10.1049,34.6545,321.61,1028.1207341437166,26.676612736412153,2302.0,2.637516982067541,23.042040893894157,0.7683922459339968,-15.4898385732525,2308.0,7.5134,0.38
116,328.888,1672617600000000000,35,17.5,-106.5,10.1487,34.6635,331.12,1028.162797045441,26.6764576345945,2303.0,2.7412299591604334,23.080002571763178,0.9531564483913996,-16.92652032641236,2308.0,7.5099,0.39
117,329.394,1673481600000000000,36,17.5,-106.5,10.1405,34.6554,331.63,1028.160250767562,26.671551883870734,2302.0,2.741236747920455,23.19677305380658,0.6030188382960201,-17.159996074624683,2308.0,7.5125,0.4
118,328.65,1674345600000000000,37,17.5,-106.5,10.0048,34.6442,330.88,1028.172213428074,26.685872491962982,2303.0,2.7412048539593363,23.245133147796285,0.7294497849726868,-16.98469473058041,2308.0,7.5118,0.38
